x,y
2.462843745497757,2.585227451467282
2.4420824830245165,2.571786636244744
2.487619812480468,2.5890691359295324
2.4318480958620534,2.5332901170504893
2.4898620771570377,2.5171386385697105
2.4665093019086055,2.5615758088503515
2.4734051220892748,2.5754005503153126
2.4582702185494614,2.527687873405403
2.4655779511668365,2.5344220399054596
2.475598161006717,2.5313630244552416
2.455741369707666,2.5442586307254804
2.444995776828344,2.5481085362684195
2.482907969957315,2.5382131128481946
2.4693272164162674,2.558330137617828
2.4832980353190544,2.5648997692399154
2.4587771222925663,2.5204816375993877
2.497511194470444,2.5574926977135877
2.472772268641826,2.534141689854409
2.4906832049539265,2.571626524953783
2.47694652453312,2.5711200360698467
2.465566502416408,2.527442117755023
2.4695727452968894,2.578364511728892
2.4083599967178864,2.5571094507635195
2.444891047231214,2.534015557075855
2.4300324668863955,2.5142698949000515
2.430070482367222,2.513604711349832
2.4793098151798443,2.5343848227588524
2.4495563179093067,2.571275274339815
2.4693415613333167,2.5444485991236903
2.4762405141144757,2.565244770649448
2.4832980353190544,2.5648997692399154
2.4488336644582005,2.5718831480563766
2.4762283943690195,2.5445991830141232
2.4275700577721,2.5308275306189243
2.469272680597343,2.5652516971812527
2.445246198977612,2.541094143085617
2.4620439681481985,2.5517848399094922
2.5075943878892892,2.561633800588148
2.4699732817163604,2.5787654856137414
2.475928984432391,2.558882832953076
2.448073021614971,2.517781985787919
2.3985724034410496,2.5671313079664047
2.4178480303905867,2.5543746651592216
2.441459032533187,2.5102111305888752
2.4417973853475394,2.54448707236777
2.428216929576096,2.54427563277998
2.378382086091693,2.524541292488044
2.421155153361211,2.5719383446924873
2.4002917138928455,2.537385897429926
2.4101587455759717,2.569093402231121
2.3758356496427773,2.560860424764204
2.413594931214289,2.56562782637162
2.372452257476327,2.5166128416688522
2.4035875258834434,2.5338316905564833
2.3960246518344843,2.541562937161118
2.4194917233978157,2.6225382403650674
2.4454001106054317,2.582300321845814
2.394600770196807,2.5437584250984666
2.4207713077204893,2.530759305788529
2.44891158501662,2.544106244204605
2.4489440167527596,2.5650017904934153
2.421330816354867,2.544046125780496
2.3972567227809405,2.5888504343762406
2.421234265070436,2.5439496575285347
2.409353718380127,2.5906462498862055
2.408453034454335,2.570711723376148
2.4461496720271296,2.5881427815611566
2.39644787782585,2.5758452867799595
2.3974851148006024,2.5819918578484735
2.4456670445263606,2.5751943998687534
2.4138321600980626,2.5375612287697074
2.424293445120706,2.5141615707788993
2.4618703000104922,2.565410954827716
2.4691046809576833,2.5308952930496753
2.451618351484501,2.5346855595715687
2.4304769091375773,2.500483047487389
2.4275445281277666,2.5378335811380053
2.4620926831705328,2.5515848474322764
2.4108669677941554,2.486294327553779
2.3845341971201877,2.4985905110177224
2.401774010107737,2.509694423293561
2.4009350895029176,2.517003728110695
2.3758731930918344,2.472282049137333
2.3579917525605856,2.4485375269559686
2.4203291696499116,2.3357550765903974
2.2035722466048333,2.3491718064755625
2.226001244310323,2.241078019880319
2.460915471258047,2.594174376400099
2.5262072557598403,2.6056648470880908
2.4327384206529192,2.5882420115439326
2.2645383427782453,2.4648805264571125
2.489701020381103,2.510298965715177
2.5889200507014527,2.6031732952668962
2.2228028112995983,3.118267527465445
1.7558412671993209,3.37828930818713
1.4090554902152792,3.681762492438779
1.1017990764789893,3.8261506598567867
1.1555405570674921,4.007358196475105
1.3653117153055059,4.0643795039991035
1.2770294918656246,3.9854519475495493
1.2246940582534733,4.071422580151027
1.3909896136322257,4.058251961996167
1.246860080016576,4.046168184729903
1.2941837498934672,4.0750319601800795
1.3464719749410654,4.0581257366039685
1.2286120455836986,4.098781853292524
1.2897532130985339,4.053148575213943
1.2656276185491373,4.091743241642097
1.3054058859242272,4.049385004864946
1.2408780965617172,3.987767469535357
1.341155979878172,4.201567078324261
1.3247127671952004,4.0992187692123805
1.2723469257456228,4.093261632670108
1.2706001764654116,4.025492259091572
1.2899058779846038,4.10942636694171
1.3119799357121755,4.0956141033965485
1.3126360896282347,4.084908063956588
1.240170244856177,4.01075190499273
